"baseData","ruleCode","file","line","column","message","rawOutputFile"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","329","9","跨库引用未定义 'libE0EAE146_gf_AlarakCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","333","9","跨库引用未定义 'libE0EAE146_gf_FenixCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","337","9","跨库引用未定义 'libE0EAE146_gf_VorazunCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","341","9","跨库引用未定义 'libE0EAE146_gf_KaraxCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","345","9","跨库引用未定义 'libE0EAE146_gf_ArtanisCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","349","9","跨库引用未定义 'libE0EAE146_gf_ZeratulCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_IzshaRuntime.galaxy","14","9","跨库引用未定义 'libE0EAE146_gf_ZagaraAllowUnitIfPresent()'","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","13","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","14","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","27","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","28","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","39","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","108","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","176","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","241","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","303","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","367","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","435","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","500","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","570","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","633","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","696","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","771","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","833","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","900","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","970","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","1037","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","1102","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146_TalentCatalog.galaxy","1167","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","197","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","457","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","459","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","461","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","463","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","466","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","468","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","470","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","472","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","475","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","697","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","717","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","718","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","990","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","1337","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","1339","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibKCOR.galaxy","1769","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","2587","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","2589","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","2591","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","2885","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","2887","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibKCOR.galaxy","2900","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3480","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3482","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3809","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3810","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3811","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3932","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","3933","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCOR.galaxy","4554","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","857","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","858","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","859","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","994","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","995","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","996","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","997","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","998","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","999","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1000","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1165","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1166","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1291","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1292","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1293","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1294","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1450","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1451","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1452","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1723","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1724","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1832","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1833","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1869","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1870","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1933","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1934","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1968","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","1969","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2003","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2004","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2038","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2039","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2072","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2073","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2106","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2107","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2140","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2141","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2175","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2176","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2202","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2203","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2244","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2245","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2279","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2280","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2340","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2342","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2541","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2542","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2543","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2544","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2770","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2772","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2773","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2774","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2901","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","2944","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3013","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3025","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3027","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3166","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3191","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3200","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3201","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3246","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3874","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3875","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3936","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibKCUI.galaxy","3937","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","113","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","159","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","175","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","192","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","238","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2310","288","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2313","113","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2313","159","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2313","175","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
"CoreRuntime","SEM_INVALID_TEXT_CONCAT","LibKCUI.galaxy","2313","192","text 类型不能用 + 拼接，请用 string 拼接后再用 StringToText() 转换（text + text）","01-CoreRuntime.txt"
